=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.10.11 21:34:16 =~=~=~=~=~=~=~=~=~=~=~=
02
264708,-0.94,-0.09,-0.31,0.79,0.43,0.551.02,0.02,-0.07,-1.77,-0.24,0.31
264714,-0.94,-0.08,-0.31,0.79,0.43,0.551.02,0.02,-0.07,-0.49,-0.37,0.31
264720,-0.94,-0.09,-0.31,0.37,0.31,0.311.02,0.02,-0bjrbjrbrj
264727,-0.94,-0.10,-0.Accelerometer sample rate = 416.00 Hz

Acceleration in g's
XYZ
5,-0.94,-0.13,-0.31,0.73,0.31,0.241.02,0.05,-0.08,-1.04,-0.24,-0.06
11,-0.94,-0.13,-0.31,0.79,0.31,0.371.02,0.04,-0.07,-1.04,-0.24,-0.06
16,-0.94,-0.12,-0.31,0.79,0.31,0.371.02,0.04,-0.07,-1.89,-0.06,-0.06
23,-0.94,-0.11,-0.31,0.79,0.18,0.311.02,0.03,-0.07,-1.71,0.00,-0.12
27,-0.94,-0.11,-0.30,0.79,0.18,0.311.02,0.03,-0.06,-1.71,0.00,-0.12
34,-0.94,-0.11,-0.30,0.61,0.18,0.181.02,0.03,-0.06,-0.49,-0.24,-0.06
38,-0.95,-0.11,-0.30,0.61,0.18,0.181.03,0.04,-0.07,-0.49,-0.24,-0.06
45,-0.94,-0.10,-0.30,0.37,0.18,-0.061.02,0.02,-0.07,1.65,-0.61,-0.12
51,-0.94,-0.13,-0.31,0.06,0.12,-0.241.02,0.03,-0.07,3.30,-0.98,-0.31
56,-0.94,-0.13,-0.30,0.06,0.12,-0.241.02,0.05,-0.08,3.30,-0.98,-0.31
62,-0.94,-0.13,-0.30,-0.06,0.06,-0.431.02,0.05,-0.08,3.72,-1.10,-0.37
67,-0.94,-0.14,-0.30,-0.06,0.06,-0.431.02,0.05,-0.08,3.72,-1.10,-0.37
74,-0.94,-0.14,-0.31,0.06,0.06,-0.371.02,0.06,-0.08,2.75,-0.92,-0.43
80,-0.94,-0.15,-0.30,0.31,0.18,-0.121.02,0.06,-0.08,0.37,-0.37,-0.37
85,-0.94,-0.15,-0.31,0.31,0.18,-0.121.02,0.06,-0.08,0.37,-0.37,-0.37
91,-0.93,-0.14,-0.31,0.67,0.31,0.121.02,0.05,-0.07,-1.40,-0.06,-0.31
97,-0.94,-0.14,-0.31,0.67,0.31,0.121.02,0.06,-0.07,-2.20,0.06,-0.18
102,-0.94,-0.13,-0.31,0.98,0.37,0.311.02,0.05,-0.07,-2.20,0.06,-0.18
109,-0.94,-0.13,-0.31,1.04,0.31,0.371.02,0.05,-0.06,-1.95,0.00,-0.12
113,-0.94,-0.12,-0.30,1.04,0.31,0.371.02,0.04,-0.07,-1.95,0.00,-0.12
120,-0.94,-0.12,-0.31,0.92,0.24,0.311.02,0.04,-0.07,-1.22,-0.12,0.00
125,-0.94,-0.11,-0.30,0.92,0.24,0.311.02,0.03,-0.07,-0.31,-0.31,0.00
